analysis_family,sensitivity_dimension,sensitivity_group,selection_rule,metric_or_mode,effect_definition,n_pairs,pair_ids,estimate,n_primary_clusters,primary_ci_low,primary_ci_high,primary_p_two_sided_sign_tail,n_connected_components,component_ci_low,component_ci_high,component_p_two_sided_sign_tail,decision_role
CRITERION_B,sensitivity_stratum,CROSS_SCENE_ACTIVITY,sensitivity_stratum=CROSS_SCENE_ACTIVITY,mrm1,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),4,R3-D01;R3-D02;R3-D06;R3-D09,-0.048632634025601966,4,-0.11985250694361192,-0.0027448330881294659,0.033796620337966203,3,-0.15641113794042694,-0.01017661395316689,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CROSS_SCENE_ACTIVITY,sensitivity_stratum=CROSS_SCENE_ACTIVITY,mrm2,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),4,R3-D01;R3-D02;R3-D06;R3-D09,-0.022788385535590185,4,-0.12724004388481544,0.080739141839259024,0.73712628737126284,3,-0.1631868404407722,0.11576180742083973,0.74992500749925006,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CROSS_SCENE_ACTIVITY,sensitivity_stratum=CROSS_SCENE_ACTIVITY,mrm3,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),4,R3-D01;R3-D02;R3-D06;R3-D09,-0.035631538678161268,4,-0.11388367534298854,0.0074113310121376947,0.51014898510148987,3,-0.15182951949831819,0.0046747538313363576,0.5303469653034697,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CROSS_SCENE_ACTIVITY,sensitivity_stratum=CROSS_SCENE_ACTIVITY,mrm4,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),4,R3-D01;R3-D02;R3-D06;R3-D09,-0.087292796777070525,4,-0.25283207809883668,0.0022435516001544555,0.12278772122787721,3,-0.33485176247963483,0.0082603030364114677,0.073392660733926612,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CROSS_SCENE_ACTIVITY,sensitivity_stratum=CROSS_SCENE_ACTIVITY,mrm5,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),4,R3-D01;R3-D02;R3-D06;R3-D09,-0.086608856472504714,4,-0.34825321511614782,0.219556133401866,0.49355064493550643,3,-0.42260961407530245,0.33843316359174835,0.51934806519348065,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CROSS_SCENE_ACTIVITY,sensitivity_stratum=CROSS_SCENE_ACTIVITY,mrm6,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),4,R3-D01;R3-D02;R3-D06;R3-D09,-0.11852513210110097,4,-0.31183707962633844,-0.0077228854237959181,0.006399360063993601,3,-0.40949778645040147,-0.018854959154149319,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CROSS_SCENE_ACTIVITY,sensitivity_stratum=CROSS_SCENE_ACTIVITY,early,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),4,R3-D01;R3-D02;R3-D06;R3-D09,-0.018732579928467549,4,-0.11173860433660071,0.069571077080123181,0.73712628737126284,3,-0.14748763418179497,0.10061773952577502,0.74992500749925006,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CROSS_SCENE_ACTIVITY,sensitivity_stratum=CROSS_SCENE_ACTIVITY,middle,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),4,R3-D01;R3-D02;R3-D06;R3-D09,-0.059164913848111157,4,-0.19114340002260008,0.017758934967713268,0.49695030496950304,3,-0.25593861621974279,0.027499513806191467,0.5297470252974702,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CROSS_SCENE_ACTIVITY,sensitivity_stratum=CROSS_SCENE_ACTIVITY,late,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),4,R3-D01;R3-D02;R3-D06;R3-D09,-0.27220391950090495,4,-0.58404898226200186,0.039641143260191997,0.12278772122787721,3,-0.65815318942134982,0.1949184433867327,0.073392660733926612,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,sensitivity_stratum,COLOR_DIFFERENCE,sensitivity_stratum=COLOR_DIFFERENCE,iou_weakness,mean_pair(control_mean_iou-primary_mean_iou),1,R3-D05,0.0036055360040089246,1,0.0036055360040089246,0.0036055360040089246,0.00019998000199980003,1,0.0036055360040089246,0.0036055360040089246,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,sensitivity_stratum,COLOR_DIFFERENCE,sensitivity_stratum=COLOR_DIFFERENCE,failure_weakness,mean_pair(primary_failure_rate-control_failure_rate); failure=iou<0.5,1,R3-D05,0,1,0,0,1,1,0,0,1,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COLOR_DIFFERENCE,sensitivity_stratum=COLOR_DIFFERENCE,mrm1,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D05,0.00028834846166500214,1,0.00028834846166500214,0.00028834846166500214,0.00019998000199980003,1,0.00028834846166500214,0.00028834846166500214,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COLOR_DIFFERENCE,sensitivity_stratum=COLOR_DIFFERENCE,mrm2,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D05,0.011486653742370309,1,0.011486653742370309,0.011486653742370309,0.00019998000199980003,1,0.011486653742370309,0.011486653742370309,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COLOR_DIFFERENCE,sensitivity_stratum=COLOR_DIFFERENCE,mrm3,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D05,0.0028747451374182909,1,0.0028747451374182909,0.0028747451374182909,0.00019998000199980003,1,0.0028747451374182909,0.0028747451374182909,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COLOR_DIFFERENCE,sensitivity_stratum=COLOR_DIFFERENCE,mrm4,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D05,-0.023619593440666983,1,-0.023619593440666983,-0.023619593440666983,0.00019998000199980003,1,-0.023619593440666983,-0.023619593440666983,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COLOR_DIFFERENCE,sensitivity_stratum=COLOR_DIFFERENCE,mrm5,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D05,-0.052918316383721353,1,-0.052918316383721353,-0.052918316383721353,0.00019998000199980003,1,-0.052918316383721353,-0.052918316383721353,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COLOR_DIFFERENCE,sensitivity_stratum=COLOR_DIFFERENCE,mrm6,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D05,-0.010980573358755658,1,-0.010980573358755658,-0.010980573358755658,0.00019998000199980003,1,-0.010980573358755658,-0.010980573358755658,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COLOR_DIFFERENCE,sensitivity_stratum=COLOR_DIFFERENCE,early,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D05,0.0017453705374041433,1,0.0017453705374041433,0.0017453705374041433,0.00019998000199980003,1,0.0017453705374041433,0.0017453705374041433,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COLOR_DIFFERENCE,sensitivity_stratum=COLOR_DIFFERENCE,middle,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D05,-0.013586688453727475,1,-0.013586688453727475,-0.013586688453727475,0.00019998000199980003,1,-0.013586688453727475,-0.013586688453727475,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COLOR_DIFFERENCE,sensitivity_stratum=COLOR_DIFFERENCE,late,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D05,-0.075483161603836724,1,-0.075483161603836724,-0.075483161603836724,0.00019998000199980003,1,-0.075483161603836724,-0.075483161603836724,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,sensitivity_stratum,APPEARANCE_DIFFERENCE,sensitivity_stratum=APPEARANCE_DIFFERENCE,iou_weakness,mean_pair(control_mean_iou-primary_mean_iou),1,R3-D07,0.1173111210745077,1,0.1173111210745077,0.1173111210745077,0.00019998000199980003,1,0.1173111210745077,0.1173111210745077,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,sensitivity_stratum,APPEARANCE_DIFFERENCE,sensitivity_stratum=APPEARANCE_DIFFERENCE,failure_weakness,mean_pair(primary_failure_rate-control_failure_rate); failure=iou<0.5,1,R3-D07,0,1,0,0,1,1,0,0,1,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,APPEARANCE_DIFFERENCE,sensitivity_stratum=APPEARANCE_DIFFERENCE,mrm1,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D07,-0.043183637643206992,1,-0.043183637643206992,-0.043183637643206992,0.00019998000199980003,1,-0.043183637643206992,-0.043183637643206992,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,APPEARANCE_DIFFERENCE,sensitivity_stratum=APPEARANCE_DIFFERENCE,mrm2,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D07,0.07152050163749693,1,0.07152050163749693,0.07152050163749693,0.00019998000199980003,1,0.07152050163749693,0.07152050163749693,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,APPEARANCE_DIFFERENCE,sensitivity_stratum=APPEARANCE_DIFFERENCE,mrm3,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D07,0.02110530959083751,1,0.02110530959083751,0.02110530959083751,0.00019998000199980003,1,0.02110530959083751,0.02110530959083751,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,APPEARANCE_DIFFERENCE,sensitivity_stratum=APPEARANCE_DIFFERENCE,mrm4,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D07,0.09769935461827077,1,0.09769935461827077,0.09769935461827077,0.00019998000199980003,1,0.09769935461827077,0.09769935461827077,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,APPEARANCE_DIFFERENCE,sensitivity_stratum=APPEARANCE_DIFFERENCE,mrm5,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D07,-0.36089285497535051,1,-0.36089285497535051,-0.36089285497535051,0.00019998000199980003,1,-0.36089285497535051,-0.36089285497535051,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,APPEARANCE_DIFFERENCE,sensitivity_stratum=APPEARANCE_DIFFERENCE,mrm6,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D07,-0.035215167610616799,1,-0.035215167610616799,-0.035215167610616799,0.00019998000199980003,1,-0.035215167610616799,-0.035215167610616799,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,APPEARANCE_DIFFERENCE,sensitivity_stratum=APPEARANCE_DIFFERENCE,early,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D07,-0.017411333563360363,1,-0.017411333563360363,-0.017411333563360363,0.00019998000199980003,1,-0.017411333563360363,-0.017411333563360363,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,APPEARANCE_DIFFERENCE,sensitivity_stratum=APPEARANCE_DIFFERENCE,middle,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D07,0.089098774978462733,1,0.089098774978462733,0.089098774978462733,0.00019998000199980003,1,0.089098774978462733,0.089098774978462733,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,APPEARANCE_DIFFERENCE,sensitivity_stratum=APPEARANCE_DIFFERENCE,late,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D07,-0.02184410566548689,1,-0.02184410566548689,-0.02184410566548689,0.00019998000199980003,1,-0.02184410566548689,-0.02184410566548689,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,sensitivity_stratum,LOW_LIGHT_MULTI_TRAFFIC,sensitivity_stratum=LOW_LIGHT_MULTI_TRAFFIC,iou_weakness,mean_pair(control_mean_iou-primary_mean_iou),1,R3-D08,0.021783773425524178,1,0.021783773425524178,0.021783773425524178,0.00019998000199980003,1,0.021783773425524178,0.021783773425524178,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,sensitivity_stratum,LOW_LIGHT_MULTI_TRAFFIC,sensitivity_stratum=LOW_LIGHT_MULTI_TRAFFIC,failure_weakness,mean_pair(primary_failure_rate-control_failure_rate); failure=iou<0.5,1,R3-D08,0,1,0,0,1,1,0,0,1,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,LOW_LIGHT_MULTI_TRAFFIC,sensitivity_stratum=LOW_LIGHT_MULTI_TRAFFIC,mrm1,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D08,0.016499517197698758,1,0.016499517197698758,0.016499517197698758,0.00019998000199980003,1,0.016499517197698758,0.016499517197698758,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,LOW_LIGHT_MULTI_TRAFFIC,sensitivity_stratum=LOW_LIGHT_MULTI_TRAFFIC,mrm2,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D08,-0.015041477474468552,1,-0.015041477474468552,-0.015041477474468552,0.00019998000199980003,1,-0.015041477474468552,-0.015041477474468552,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,LOW_LIGHT_MULTI_TRAFFIC,sensitivity_stratum=LOW_LIGHT_MULTI_TRAFFIC,mrm3,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D08,-0.038388573158594619,1,-0.038388573158594619,-0.038388573158594619,0.00019998000199980003,1,-0.038388573158594619,-0.038388573158594619,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,LOW_LIGHT_MULTI_TRAFFIC,sensitivity_stratum=LOW_LIGHT_MULTI_TRAFFIC,mrm4,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D08,-0.010172874793416314,1,-0.010172874793416314,-0.010172874793416314,0.00019998000199980003,1,-0.010172874793416314,-0.010172874793416314,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,LOW_LIGHT_MULTI_TRAFFIC,sensitivity_stratum=LOW_LIGHT_MULTI_TRAFFIC,mrm5,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D08,-0.076641949096109496,1,-0.076641949096109496,-0.076641949096109496,0.00019998000199980003,1,-0.076641949096109496,-0.076641949096109496,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,LOW_LIGHT_MULTI_TRAFFIC,sensitivity_stratum=LOW_LIGHT_MULTI_TRAFFIC,mrm6,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D08,0.00081285521502720386,1,0.00081285521502720386,0.00081285521502720386,0.00019998000199980003,1,0.00081285521502720386,0.00081285521502720386,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,LOW_LIGHT_MULTI_TRAFFIC,sensitivity_stratum=LOW_LIGHT_MULTI_TRAFFIC,early,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D08,0.016901820673306131,1,0.016901820673306131,0.016901820673306131,0.00019998000199980003,1,0.016901820673306131,0.016901820673306131,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,LOW_LIGHT_MULTI_TRAFFIC,sensitivity_stratum=LOW_LIGHT_MULTI_TRAFFIC,middle,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D08,-0.021731637773626064,1,-0.021731637773626064,-0.021731637773626064,0.00019998000199980003,1,-0.021731637773626064,-0.021731637773626064,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,LOW_LIGHT_MULTI_TRAFFIC,sensitivity_stratum=LOW_LIGHT_MULTI_TRAFFIC,late,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D08,0.35775195187956671,1,0.35775195187956671,0.35775195187956671,0.00019998000199980003,1,0.35775195187956671,0.35775195187956671,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,sensitivity_stratum,CONTROL_PARTIAL_OCCLUSION,sensitivity_stratum=CONTROL_PARTIAL_OCCLUSION,iou_weakness,mean_pair(control_mean_iou-primary_mean_iou),1,R3-D10,-0.16964685300750137,1,-0.16964685300750137,-0.16964685300750137,0.00019998000199980003,1,-0.16964685300750137,-0.16964685300750137,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,sensitivity_stratum,CONTROL_PARTIAL_OCCLUSION,sensitivity_stratum=CONTROL_PARTIAL_OCCLUSION,failure_weakness,mean_pair(primary_failure_rate-control_failure_rate); failure=iou<0.5,1,R3-D10,-0.19999999999999998,1,-0.19999999999999998,-0.19999999999999998,0.00019998000199980003,1,-0.19999999999999998,-0.19999999999999998,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CONTROL_PARTIAL_OCCLUSION,sensitivity_stratum=CONTROL_PARTIAL_OCCLUSION,mrm1,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D10,-0.021175051303762033,1,-0.021175051303762033,-0.021175051303762033,0.00019998000199980003,1,-0.021175051303762033,-0.021175051303762033,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CONTROL_PARTIAL_OCCLUSION,sensitivity_stratum=CONTROL_PARTIAL_OCCLUSION,mrm2,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D10,-0.0014223734591297379,1,-0.0014223734591297379,-0.0014223734591297379,0.00019998000199980003,1,-0.0014223734591297379,-0.0014223734591297379,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CONTROL_PARTIAL_OCCLUSION,sensitivity_stratum=CONTROL_PARTIAL_OCCLUSION,mrm3,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D10,0.058213649522378411,1,0.058213649522378411,0.058213649522378411,0.00019998000199980003,1,0.058213649522378411,0.058213649522378411,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CONTROL_PARTIAL_OCCLUSION,sensitivity_stratum=CONTROL_PARTIAL_OCCLUSION,mrm4,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D10,0.020606315505375845,1,0.020606315505375845,0.020606315505375845,0.00019998000199980003,1,0.020606315505375845,0.020606315505375845,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CONTROL_PARTIAL_OCCLUSION,sensitivity_stratum=CONTROL_PARTIAL_OCCLUSION,mrm5,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D10,0.15588235952051255,1,0.15588235952051255,0.15588235952051255,0.00019998000199980003,1,0.15588235952051255,0.15588235952051255,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CONTROL_PARTIAL_OCCLUSION,sensitivity_stratum=CONTROL_PARTIAL_OCCLUSION,mrm6,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D10,0.04191112495858966,1,0.04191112495858966,0.04191112495858966,0.00019998000199980003,1,0.04191112495858966,0.04191112495858966,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CONTROL_PARTIAL_OCCLUSION,sensitivity_stratum=CONTROL_PARTIAL_OCCLUSION,early,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D10,-0.0061446214684970062,1,-0.0061446214684970062,-0.0061446214684970062,0.00019998000199980003,1,-0.0061446214684970062,-0.0061446214684970062,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CONTROL_PARTIAL_OCCLUSION,sensitivity_stratum=CONTROL_PARTIAL_OCCLUSION,middle,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D10,0.15590821806998731,1,0.15590821806998731,0.15590821806998731,0.00019998000199980003,1,0.15590821806998731,0.15590821806998731,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,CONTROL_PARTIAL_OCCLUSION,sensitivity_stratum=CONTROL_PARTIAL_OCCLUSION,late,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D10,-0.053789687517717344,1,-0.053789687517717344,-0.053789687517717344,0.00019998000199980003,1,-0.053789687517717344,-0.053789687517717344,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,sensitivity_stratum,MULTI_FACE_BACKGROUND,sensitivity_stratum=MULTI_FACE_BACKGROUND,iou_weakness,mean_pair(control_mean_iou-primary_mean_iou),1,R3-D11,-0.03607295646856612,1,-0.03607295646856612,-0.03607295646856612,0.00019998000199980003,1,-0.03607295646856612,-0.03607295646856612,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,sensitivity_stratum,MULTI_FACE_BACKGROUND,sensitivity_stratum=MULTI_FACE_BACKGROUND,failure_weakness,mean_pair(primary_failure_rate-control_failure_rate); failure=iou<0.5,1,R3-D11,0,1,0,0,1,1,0,0,1,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,MULTI_FACE_BACKGROUND,sensitivity_stratum=MULTI_FACE_BACKGROUND,mrm1,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D11,-0.035527563830663897,1,-0.035527563830663897,-0.035527563830663897,0.00019998000199980003,1,-0.035527563830663897,-0.035527563830663897,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,MULTI_FACE_BACKGROUND,sensitivity_stratum=MULTI_FACE_BACKGROUND,mrm2,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D11,0.03169711023193119,1,0.03169711023193119,0.03169711023193119,0.00019998000199980003,1,0.03169711023193119,0.03169711023193119,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,MULTI_FACE_BACKGROUND,sensitivity_stratum=MULTI_FACE_BACKGROUND,mrm3,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D11,-0.002727079689606806,1,-0.002727079689606806,-0.002727079689606806,0.00019998000199980003,1,-0.002727079689606806,-0.002727079689606806,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,MULTI_FACE_BACKGROUND,sensitivity_stratum=MULTI_FACE_BACKGROUND,mrm4,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D11,-0.017781435732073175,1,-0.017781435732073175,-0.017781435732073175,0.00019998000199980003,1,-0.017781435732073175,-0.017781435732073175,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,MULTI_FACE_BACKGROUND,sensitivity_stratum=MULTI_FACE_BACKGROUND,mrm5,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D11,-0.047147252569240516,1,-0.047147252569240516,-0.047147252569240516,0.00019998000199980003,1,-0.047147252569240516,-0.047147252569240516,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,MULTI_FACE_BACKGROUND,sensitivity_stratum=MULTI_FACE_BACKGROUND,mrm6,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D11,-0.014546076817694016,1,-0.014546076817694016,-0.014546076817694018,0.00019998000199980003,1,-0.014546076817694016,-0.014546076817694018,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
