sequence,frame_index,mrm_id,ablation_control,retriever_latency_ms,mlp_latency_ms,total_mrm_compute_latency_ms,diagnostic_norm_fingerprint_overhead_ms,total_instrumented_mrm_latency_ms,physical_skip
Basketball,405,MRM6,none,8.025999995879829,1.8783999839797616,10.146899992832914,1.204400003189221,11.353400012012571,False
Basketball,406,MRM1,none,11.15050000953488,4.271800018614158,15.957199997501448,2.442400000290945,18.402499990770593,False
Basketball,406,MRM2,none,10.305300005711615,2.0138999971095473,12.601700000232086,1.1726999946404248,13.777100015431643,False
Basketball,406,MRM3,none,7.573600014438853,2.02980000176467,9.92530002258718,1.181900006486103,11.109400016721338,False
Basketball,406,MRM4,none,7.706500007770956,2.8411000093910843,10.8749000064563,1.944899995578453,12.822599994251505,False
Basketball,406,MRM5,none,4.9128000100608915,1.377099979436025,6.470299995271489,1.006999984383583,7.478399988031015,False
Basketball,406,MRM6,none,6.58720001229085,1.801200007321313,8.623399975476786,1.3615000061690807,9.987099998397753,False
Basketball,407,MRM1,none,8.88670000131242,2.171900006942451,11.406599980546162,1.6669000033289194,13.07659997837618,False
Basketball,407,MRM2,none,8.202500001061708,1.9807000062428415,10.423000028822571,1.1040999961551279,11.529200011864305,False
Basketball,407,MRM3,none,7.55470001604408,2.021100022830069,9.834199998294935,1.1671999818645418,11.003399995388463,False
Basketball,407,MRM4,none,7.1878999879118055,1.7810999997891486,9.186499984934926,1.1174999817740172,10.306199983460829,False
Basketball,407,MRM5,none,6.9312000123318285,2.4160000029951334,9.662800002843142,1.4140999992378056,11.080000025685877,False
Basketball,407,MRM6,none,8.93250000081025,2.126799983670935,11.29870000295341,1.0609999881125987,12.361700006294996,False
Basketball,408,MRM1,none,10.898799984715879,2.114700007950887,13.380499993218109,2.474399982020259,15.85769999655895,False
Basketball,408,MRM2,none,10.91510002152063,2.349400019738823,13.522900000680238,1.2386000016704202,14.763599989237264,False
Basketball,408,MRM3,none,6.230700004380196,1.9376999989617616,8.410899987211451,1.1230999953113496,9.536199999274686,False
Basketball,408,MRM4,none,9.136599983321503,2.1815999934915453,11.578100005863234,1.0836000146809965,12.663899979088455,False
Basketball,408,MRM5,none,7.329899992328137,1.7677000141702592,9.432399994693696,1.123199996072799,10.558099980698898,False
Basketball,408,MRM6,none,8.946199988713488,2.7039999840781093,11.936599999899045,1.9883000059053302,13.927199994213879,False
Basketball,409,MRM1,none,11.14030001917854,3.954900021199137,15.63540002098307,1.651400001719594,17.289900017203763,False
Basketball,409,MRM2,none,7.741600013105199,2.239599998574704,10.811599990120158,1.504699990618974,12.319700006628409,False
Basketball,409,MRM3,none,6.437199976062402,1.6508999979123473,8.390499977394938,1.0111000156030059,9.40369997988455,False
Basketball,409,MRM4,none,5.510499991942197,2.434699999867007,8.19190000765957,0.9374000073876232,9.130900027230382,False
Basketball,409,MRM5,none,6.988099979935214,1.7318000027444214,8.949599985498935,1.8414999940432608,10.793900000862777,False
Basketball,409,MRM6,none,6.939499988220632,1.9800000009126961,9.12510001217015,1.2377999955788255,10.365100024500862,False
Basketball,410,MRM1,none,9.242100000847131,2.5659000093583018,12.131600000429899,1.5017999976407737,13.635800016345456,False
Basketball,410,MRM2,none,9.36209998326376,1.4950000040698797,11.075599992182106,1.0572999890428036,12.134499993408099,False
Basketball,410,MRM3,none,8.210400003008544,1.8206000095233321,10.290400008670986,1.0961000225506723,11.38899999205023,False
Basketball,410,MRM4,none,7.4748999904841185,1.370899990433827,9.05110000167042,1.013799977954477,10.066299990285188,False
Basketball,410,MRM5,none,6.545299984281883,1.8396000086795539,8.641099993837997,1.6502999933436513,10.293400002410635,False
Basketball,410,MRM6,none,4.968099994584918,1.710700016701594,6.8552000157069415,1.0554000036790967,7.912100001703948,False
Basketball,411,MRM1,none,7.825999986380339,1.949199999216944,10.058400017442182,1.4054000203032047,11.46599999628961,False
Basketball,411,MRM2,none,7.165699993493035,1.1834999895654619,8.575199986808002,1.0994999902322888,9.67629998922348,False
Basketball,411,MRM3,none,7.019299984676763,1.8757999932859093,9.128899982897565,1.1171000078320503,10.248499980662018,False
Basketball,411,MRM4,none,7.538300007581711,1.8811000045388937,9.709099977044389,1.118200016207993,10.82909997785464,False
Basketball,411,MRM5,none,6.750600005034357,1.8222999933641404,8.810600003926083,1.1753000144381076,9.988199977669865,False
Basketball,411,MRM6,none,7.857100019464269,1.8390999757684767,9.94739998714067,1.2997000012546778,11.24979997985065,False
Basketball,412,MRM1,none,7.411300000967458,1.9712999928742647,9.73999997950159,1.2466000043787062,10.988599999109283,False
Basketball,412,MRM2,none,8.585299976402894,2.296299993759021,11.155200016219169,2.6741000183392316,13.832800003001466,False
Basketball,412,MRM3,none,10.574999992968515,2.643100015120581,13.51670001167804,0.9671000007074326,14.485400024568662,False
Basketball,412,MRM4,none,10.381800006143749,2.239599998574704,12.875499989604577,1.338500005658716,14.216600015060976,False
Basketball,412,MRM5,none,10.00240002758801,2.8356999973766506,13.306899985764176,1.7171000072266906,15.02629998140037,False
Basketball,412,MRM6,none,6.1987999943085015,1.7526000156067312,8.21100000757724,1.0222999844700098,9.23490000423044,False
Basketball,413,MRM1,none,9.629399981349707,1.7268999945372343,11.639700009254739,1.252600020961836,12.894300016341731,False
Basketball,413,MRM2,none,8.546799974283203,1.9916000019293278,10.798500006785616,1.163899985840544,11.964800010900944,False
Basketball,413,MRM3,none,6.946899986360222,1.4024999982211739,8.538800000678748,1.89049998880364,10.431700007757172,False
Basketball,413,MRM4,none,6.717699987348169,1.872299995739013,8.808800019323826,1.0767000203486532,9.887100022751838,False
Basketball,413,MRM5,none,7.715200015809387,1.9937999895773828,9.958999988157302,1.2126000074204057,11.17409998551011,False
Basketball,413,MRM6,none,7.301600009668618,1.9960000063292682,9.543599997414276,1.1825999827124178,10.72819999535568,False
Basketball,414,MRM1,none,10.817500005941838,1.9042000058107078,13.301200000569224,1.6281999996863306,14.932099991710857,False
Basketball,414,MRM2,none,6.664600019576028,2.40759999724105,9.315600007539615,1.2512000103015453,10.569500009296462,False
Basketball,414,MRM3,none,7.733600010396913,1.871000014944002,9.847999986959621,1.121699984651059,10.971699986839667,False
Basketball,414,MRM4,none,6.016100000124425,3.665999975055456,9.904100006679073,1.2070999946445227,11.114000022644177,False
Basketball,414,MRM5,none,6.022199988365173,1.3893000141251832,7.61839997721836,1.2701000086963177,8.890599972801283,False
Basketball,414,MRM6,none,6.801200011977926,1.9730000058189034,9.033600013935938,1.0233000211883336,10.058799991384149,False
Basketball,415,MRM1,none,9.993100014980882,2.3037000210024416,12.632900004973635,1.4621999871451408,14.09740000963211,False
Basketball,415,MRM2,none,7.819599995855242,2.642699982970953,10.705199994845316,1.4346999814733863,12.142199993832037,False
Basketball,415,MRM3,none,6.536000000778586,1.8610999977681786,8.641199994599447,1.12749999971129,9.770800010301173,False
Basketball,415,MRM4,none,7.3133000114466995,1.6770999936852604,9.246000001439825,1.1264999920967966,10.375200014095753,False
Basketball,415,MRM5,none,7.516699988627806,1.8386999727226794,9.617699979571626,1.1597999837249517,10.779499978525564,False
Basketball,415,MRM6,none,6.224299984751269,1.820999983465299,8.281199989141896,1.182200008770451,9.465399984037504,False
Basketball,416,MRM1,none,7.385400007478893,1.7749999824445695,9.45860001957044,1.3758999994024634,10.83650000509806,False
Basketball,416,MRM2,none,7.520399987697601,1.8671999860089272,9.614600014174357,1.2003000010736287,10.81720000365749,False
Basketball,416,MRM3,none,7.521899999119341,1.9497000030241907,9.771499986527488,2.1969999943394214,11.970699997618794,False
Basketball,416,MRM4,none,6.51009997818619,1.7482000112067908,8.47780000185594,1.0882999922614545,9.568000008584931,False
Basketball,416,MRM5,none,7.072600012179464,1.8497999990358949,9.162800008198246,1.1898000084329396,10.354700003517792,False
Basketball,416,MRM6,none,7.359000010183081,1.8103999900631607,9.406999975908548,1.1867000139318407,10.595799976726994,False
Basketball,417,MRM1,none,8.936900005210191,1.954499981366098,11.180500005139038,1.32460001623258,12.50759998220019,False
Basketball,417,MRM2,none,6.815700005972758,1.731399999698624,8.77250000485219,1.0817000002134591,9.856000018771738,False
Basketball,417,MRM3,none,6.59319999977015,1.4770000125281513,8.3059000025969,1.428000017767772,9.736499981954694,False
Basketball,417,MRM4,none,6.540600006701425,1.6814999980852008,8.429900015471503,1.2916999985463917,9.7237000009045,False
Basketball,417,MRM5,none,6.961200007935986,1.981599983992055,9.208500006934628,1.2941999884787947,10.505000012926757,False
Basketball,417,MRM6,none,6.979199999477714,2.169499988667667,9.560099977534264,1.6027000092435628,11.167799995746464,False
Basketball,418,MRM1,none,9.70599998254329,3.263799997512251,13.446199998725206,1.5678000054322183,15.016999997897074,False
Basketball,418,MRM2,none,8.10430001001805,1.1538999970071018,9.429400000954047,1.116700004786253,10.54749998729676,False
Basketball,418,MRM3,none,7.138100016163662,1.8572999979369342,9.23940000939183,1.1005999986082315,10.341999994125217,False
Basketball,418,MRM4,none,7.003900012932718,1.8521999882068485,9.10160000785254,1.10680001671426,10.210599983111024,False
Basketball,418,MRM5,none,6.675399985397235,1.9029999966733158,8.828300022287294,1.2450000212993473,10.076000005938113,False
Basketball,418,MRM6,none,7.522899977630004,1.8933999817818403,9.654699999373406,1.1857000063173473,10.843099997146055,False
Basketball,419,MRM1,none,9.292200003983453,1.9388000073377043,11.542799999006093,1.4401999942492694,12.985100009245798,False
Basketball,419,MRM2,none,8.643000008305535,2.823599992552772,11.704000004101545,1.338200003374368,13.044499995885417,False
Basketball,419,MRM3,none,7.526100001996383,1.948899996932596,9.725799987791106,1.1437000066507608,10.871299979044124,False
Basketball,419,MRM4,none,6.685500004095957,1.8207999819424003,8.723799983272329,1.131199998781085,9.857400000328198,False
Basketball,419,MRM5,none,4.5375000045169145,1.5796000079717487,6.31910000811331,1.3104999961797148,7.631500018760562,False
Basketball,419,MRM6,none,5.900799995288253,1.4611999795306474,7.575299998279661,1.129399985074997,8.706499997060746,False
Basketball,420,MRM1,none,9.77860001148656,1.9459000031929463,11.999999987892807,1.3869999966118485,13.388899998972192,False
Basketball,420,MRM2,none,9.812500007683411,1.684500020928681,11.724899988621473,1.061999995727092,12.788899999577552,False
Basketball,420,MRM3,none,7.3308999999426305,1.9130000146105886,9.469300013734028,1.3376999995671213,10.809200000949204,False
Basketball,420,MRM4,none,6.676399993011728,1.7702000041026622,8.648399991216138,1.4633999962825328,10.11489998199977,False
Basketball,420,MRM5,none,6.383100000675768,1.702100009424612,8.320199995068833,1.2424000015016645,9.564399981172755,False
Basketball,420,MRM6,none,7.803199987392873,3.1153000018093735,11.253699980443344,1.4919999812263995,12.748799985274673,False
Basketball,421,MRM1,none,8.276000007754192,2.755599998636171,11.394900007871911,1.2953999976161867,12.692599993897602,False
Basketball,421,MRM2,none,9.387600002810359,1.5397999959532171,11.315200012177229,1.057099987519905,12.374000012641773,False
Basketball,421,MRM3,none,6.7878999980166554,1.2314000050537288,8.192000008421019,0.91559998691082,9.10900000599213,False
Basketball,421,MRM4,none,7.0321999955922365,2.6212999946437776,9.935299982316792,1.1591000074986368,11.096400005044416,False
Basketball,421,MRM5,none,6.875799997942522,1.9884000066667795,9.118599991779774,1.6642000118736178,10.784299985971302,False
Basketball,421,MRM6,none,6.881400011479855,1.7393000016454607,9.036700008437037,1.2809000036213547,10.320100001990795,False
Basketball,422,MRM1,none,8.322699985001236,2.267000003485009,10.982600011629984,1.4352000143844634,12.420399987604469,False
Basketball,422,MRM2,none,6.8688000028487295,1.6752999799791723,8.748499996727332,1.46079997648485,10.21119998767972,False
Basketball,422,MRM3,none,8.592399972258136,1.6667000018060207,10.47360000666231,1.106500014429912,11.581900005694479,False
Basketball,422,MRM4,none,6.484100013040006,2.370100002735853,9.071200009202585,1.2043000024277717,10.277499997755513,False
Basketball,422,MRM5,none,6.745999999111518,1.8502000020816922,8.82600000477396,1.3381000026129186,10.165799991227686,False
Basketball,422,MRM6,none,6.9531000044662505,1.9919000042136759,9.166100004222244,1.2701000086963177,10.438900004373863,False
Basketball,423,MRM1,none,11.380299984011799,2.4428000033367425,14.16989997960627,1.5540999884251505,15.725899982498959,False
Basketball,423,MRM2,none,6.897300016134977,1.714700018055737,8.841399976518005,1.1492999910842627,9.992499981308356,False
Basketball,423,MRM3,none,5.772000004071742,2.904099994339049,8.854500018060207,0.901999999769032,9.758100000908598,False
Basketball,423,MRM4,none,6.276400003116578,1.8558000156190246,8.44800000777468,1.399700006004423,9.850800008280203,False
Basketball,423,MRM5,none,6.930400006240234,1.802499988116324,8.96820001071319,1.1461000249255449,10.116199991898611,False
Basketball,423,MRM6,none,6.881400011479855,1.8410999909974635,8.953000011388212,1.149999996414408,10.104899993166327,False
Basketball,424,MRM1,none,8.311999990837649,1.946700009284541,10.560199996689335,1.2451999937184155,11.807500006398186,False
Basketball,424,MRM2,none,7.639999996172264,1.7494999920018017,9.620900003938004,1.1587000044528395,10.781899996800348,False
Basketball,424,MRM3,none,6.4894999959506094,1.282899989746511,7.949999999254942,1.0528000129852444,9.004599996842444,False
Basketball,424,MRM4,none,7.211599993752316,1.5369999746326357,8.974299998953938,1.1795999889727682,10.155900003155693,False
Basketball,424,MRM5,none,9.185300004901364,2.1584000205621123,11.634299997240305,1.2743000115733594,12.911599973449484,False
Basketball,424,MRM6,none,7.192200020654127,3.2922000100370497,10.779000003822148,1.218299992615357,11.999200010905042,False
Basketball,425,MRM1,none,11.070899985497817,2.488500002073124,13.963000004878268,1.976699975784868,15.941299992846325,False
Basketball,425,MRM2,none,7.184599991887808,1.618700014660135,9.057599992956966,1.1215000122319907,10.180999990552664,False
Basketball,425,MRM3,none,7.137000007787719,1.7380999925080687,9.090000006835908,1.4380000066012144,10.530200001085177,False
Basketball,425,MRM4,none,6.469100015237927,1.6941000067163259,8.380700019188225,1.1159000277984887,9.49850000324659,False
Basketball,425,MRM5,none,6.889700016472489,1.8808999739121646,9.022300015203655,1.2960000021848828,10.320700006559491,False
Basketball,425,MRM6,none,6.684700027108192,1.9006000075023621,8.998799981782213,2.08459998248145,11.08689999091439,False
Basketball,426,MRM1,none,13.160899979993701,2.8614999901037663,16.427599999587983,1.4940999972168356,17.923800012795255,False
Basketball,426,MRM2,none,9.007699991343543,1.2875000247731805,10.474399983650073,1.3195000065024942,11.795700003858656,False
Basketball,426,MRM3,none,7.048100000247359,3.22099999175407,10.613000020384789,1.2075999984517694,11.82330001029186,False
Basketball,426,MRM4,none,7.416500011458993,2.0272999827284366,9.711099992273375,1.141699991421774,10.856100008822978,False
Basketball,426,MRM5,none,7.5799000042025,2.2711000056006014,10.108599992236122,1.4451000024564564,11.55649998690933,False
Basketball,426,MRM6,none,7.075699977576733,2.9918999935034662,10.35190001130104,1.3448999961838126,11.69870002195239,False
Basketball,427,MRM1,none,9.533699980238453,1.9696999806910753,11.790999997174367,1.365600008284673,13.158699992345646,False
Basketball,427,MRM2,none,11.392199987312779,2.424200007226318,14.110199990682304,1.1647999926935881,15.277400001650676,False
Basketball,427,MRM3,none,7.186100003309548,1.6857000009622425,9.097699978156015,1.14380000741221,10.243400000035763,False
Basketball,427,MRM4,none,9.018299984745681,1.8351000035181642,11.094899993622676,1.0782999743241817,12.176099990028888,False
Basketball,427,MRM5,none,6.318700005067512,1.764200016623363,8.335999998962507,1.3852999836672097,9.72380000166595,False
Basketball,427,MRM6,none,11.403600015910342,1.9622999825514853,13.781499990727752,1.0759999859146774,14.859399991109967,False
Basketball,428,MRM1,none,8.915599988540635,2.1591000258922577,11.432500003138557,1.2728000001516193,12.707300018519163,False
Basketball,428,MRM2,none,9.82910001766868,1.2611999991349876,11.302800005069003,1.0916999890469015,12.396400008583441,False
Basketball,428,MRM3,none,10.126899986062199,2.838899992639199,13.337000011233613,1.153399993199855,14.492200018139556,False
Basketball,428,MRM4,none,6.082700012484565,1.62830000044778,7.924700010335073,1.0301000147592276,8.956800011219457,False
Basketball,428,MRM5,none,7.185900001786649,1.691199984634295,9.164000017335638,1.1040999961551279,10.269700025673956,False
Basketball,428,MRM6,none,9.01109998812899,1.8518999859225005,11.138999980175868,1.5321999962907284,12.673199991695583,False
Basketball,429,MRM1,none,9.24079999094829,2.0435999904293567,11.567400011699647,1.3390000094659626,12.908300006529316,False
Basketball,429,MRM2,none,10.322600021027029,2.301700005773455,12.93590001296252,1.3351999805308878,14.273200009483844,False
Basketball,429,MRM3,none,9.576600015861914,1.8274000030942261,11.695300025166944,1.0480000055395067,12.74490001378581,False
Basketball,429,MRM4,none,8.082399988779798,1.404300011927262,9.671200008597225,1.0111999872606248,10.684200009563938,False
Basketball,429,MRM5,none,8.385000022826716,2.451200009090826,11.120699986349791,1.1141000140924007,12.236799986567348,False
Basketball,429,MRM6,none,7.471200020518154,1.7311999981757253,9.433800005353987,1.1125000019092113,10.548199992626905,False
Basketball,430,MRM1,none,10.818000009749085,2.2402000031434,13.399099989328533,1.425900001777336,14.827400009380654,False
Basketball,430,MRM2,none,8.016100007807836,1.861500000813976,10.127399989869446,1.1092000058852136,11.238400009460747,False
Basketball,430,MRM3,none,6.988599983742461,1.8746999849099666,9.226199996192008,1.5984999772626907,10.826699988683686,False
Basketball,430,MRM4,none,6.625900015933439,1.9874999998137355,8.863299997756258,1.1629000073298812,10.028299991972744,False
Basketball,430,MRM5,none,6.315900012850761,1.7834000173024833,8.314600010635331,1.1176999832969159,9.434200008399785,False
Basketball,430,MRM6,none,5.870299995876849,1.6287000034935772,7.711100013693795,1.1801000218838453,8.892999991076067,False
Basketball,431,MRM1,none,6.797099980758503,1.913299987791106,8.99189998744987,2.1963999897707254,11.190799996256828,False
Basketball,431,MRM2,none,8.305600000312552,2.3230999941006303,10.840400005690753,1.2424000015016645,12.085199996363372,False
Basketball,431,MRM3,none,7.838299992727116,1.920800015795976,10.003499977756292,1.1163000017404556,11.121899995487183,False
Basketball,431,MRM4,none,7.823599997209385,1.5540000167675316,9.569100016960874,0.9159999899566174,10.486700019100681,False
Basketball,431,MRM5,none,7.599900010973215,1.890199986519292,9.742199996253476,1.1953999928664416,10.939800005871803,False
Basketball,431,MRM6,none,6.796000001486391,2.5013999838847667,9.619199990993366,1.3672999921254814,10.989600006723776,False
Basketball,432,MRM1,none,6.447700026910752,1.5970999957062304,8.3059000025969,1.361300004646182,9.66910002171062,False
Basketball,432,MRM2,none,7.111000013537705,1.6457999881822616,8.980699989479035,1.147599978139624,10.143799998331815,False
Basketball,432,MRM3,none,7.241100014653057,1.847000006819144,9.336599992820993,1.1061999830417335,10.444799991091713,False
Basketball,432,MRM4,none,8.341799984918907,1.7500999965704978,10.319699998944998,1.1033000191673636,11.425199976656586,False
Basketball,432,MRM5,none,7.514199998695403,1.8740000086836517,9.627999999793246,1.12749999971129,10.757499985629693,False
Basketball,432,MRM6,none,8.042999979807064,1.5604999789502472,9.860199992544949,1.1600999860092998,11.022199993021786,False
Basketball,433,MRM1,none,9.555399999953806,3.8626999885309488,13.862099993275478,1.414500002283603,15.278799983207136,False
Basketball,433,MRM2,none,8.004300005268306,1.8465000030118972,10.087400005431846,1.1141000140924007,11.204200010979548,False
Basketball,433,MRM3,none,6.953800009796396,1.595499983523041,8.773700013989583,1.0460999910719693,9.82150001800619,False
Basketball,433,MRM4,none,6.885099981445819,2.471500018145889,9.60960000520572,1.5013999945949763,11.113699991255999,False
Basketball,433,MRM5,none,7.4087999819312245,1.8446999893058091,9.502500004600734,1.2137999874539673,10.718600009568036,False
Basketball,433,MRM6,none,6.668099988019094,1.8103999900631607,8.770100015681237,1.1488999880384654,9.927100007189438,False
Basketball,434,MRM1,none,9.96530000702478,1.9194000051356852,12.184399995021522,1.4392999873962253,13.625799998408183,False
Basketball,434,MRM2,none,11.305499996524304,1.341900002444163,12.90339999832213,1.11859999014996,14.023900002939627,False
Basketball,434,MRM3,none,10.920000000623986,1.8294999899808317,12.990200018975884,1.14229999599047,14.13460000185296,False
Basketball,434,MRM4,none,7.0309999864548445,1.9580000080168247,9.338100004242733,1.348699996015057,10.689099988667294,False
Basketball,434,MRM5,none,6.858199980342761,1.8369000172242522,8.929899981012568,1.3844000059179962,10.317099979147315,False
Basketball,434,MRM6,none,7.3302999953739345,2.9396000027190894,10.639799991622567,2.004500012844801,12.647099996684119,False
Basketball,435,MRM1,none,9.266300010494888,2.429400017717853,12.12839997606352,1.5290000010281801,13.659599993843585,False
Basketball,435,MRM2,none,8.544100011931732,1.62390002515167,10.408600006485358,1.0458000178914517,11.456300009740517,False
Basketball,435,MRM3,none,7.2568999894429,1.8600000184960663,9.371799998916686,1.130299991928041,10.504000005312264,False
Basketball,435,MRM4,none,7.131999998819083,1.8660000059753656,9.237399994162843,1.1632000096142292,10.402599989902228,False
Basketball,435,MRM5,none,8.700600010342896,1.652600010856986,10.542400006670505,1.090999983716756,11.635500006377697,False
Basketball,435,MRM6,none,8.134900010190904,1.8896999827120453,10.265499993693084,1.1916999937966466,11.459200002718717,False
Bolt,31,MRM1,none,8.677000005263835,1.6960000211838633,10.61269998899661,1.2363999849185348,11.850799986859784,False
Bolt,31,MRM2,none,8.012400008738041,1.7029999871738255,9.929100022418424,1.0800000163726509,11.011100024916232,False
Bolt,31,MRM3,none,6.405599997378886,1.7232999962288886,8.350499992957339,1.1121999996248633,9.464800008572638,False
Bolt,31,MRM4,none,6.82580002467148,1.576600014232099,8.608900010585785,1.2177000171504915,9.828700014622882,False
