pair_id,side,sequence,frame_index,comparison,maximum_float_bbox_abs_diff,integer_bbox_exact,score_map_max_abs_diff,confidence_abs_diff,left_end_state_sha256,right_end_state_sha256,continuation_state_exact,tolerance,status
R3-D01,primary,Basketball,424,WHOLE_MRM1_ZERO_VS_PHYSICAL,0.0,True,0.0,0.0,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,True,1e-06,PASS
R3-D01,primary,Basketball,425,WHOLE_MRM1_ZERO_VS_PHYSICAL,0.0,True,0.0,0.0,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,True,1e-06,PASS
R3-D01,primary,Basketball,426,WHOLE_MRM1_ZERO_VS_PHYSICAL,0.0,True,0.0,0.0,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,True,1e-06,PASS
R3-D01,primary,Basketball,427,WHOLE_MRM1_ZERO_VS_PHYSICAL,0.0,True,0.0,0.0,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,True,1e-06,PASS
R3-D01,primary,Basketball,428,WHOLE_MRM1_ZERO_VS_PHYSICAL,0.0,True,0.0,0.0,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,True,1e-06,PASS
R3-D01,primary,Basketball,429,WHOLE_MRM1_ZERO_VS_PHYSICAL,0.0,True,0.0,0.0,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,True,1e-06,PASS
R3-D01,primary,Basketball,430,WHOLE_MRM1_ZERO_VS_PHYSICAL,0.0,True,0.0,0.0,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,True,1e-06,PASS
R3-D01,primary,Basketball,431,WHOLE_MRM1_ZERO_VS_PHYSICAL,0.0,True,0.0,0.0,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,True,1e-06,PASS
R3-D01,primary,Basketball,432,WHOLE_MRM1_ZERO_VS_PHYSICAL,0.0,True,0.0,0.0,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,True,1e-06,PASS
R3-D01,primary,Basketball,433,WHOLE_MRM1_ZERO_VS_PHYSICAL,0.0,True,0.0,0.0,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,c16a4e3fce6669789a96055f8f8633b9e8db2d3d78dab3098c2af76446b176fb,True,1e-06,PASS
